1.0000,0.0000,0.6502,0.8281,0.3205,0.3486,0.6590,0.2726,0.3753,0.6290
1.0000,0.0000,0.6642,0.8281,0.3428,0.3486,0.6590,0.2263,0.3753,0.6590
1.0000,0.0000,0.6945,0.8281,0.3874,0.3803,0.6272,0.2494,0.3486,0.6889
1.0000,0.0000,0.6517,0.8281,0.3874,0.3486,0.6290,0.2726,0.3486,0.6889
1.0000,0.0000,0.6959,0.8281,0.3874,0.3486,0.6290,0.2726,0.3753,0.6290
1.0000,0.0000,0.6185,0.8125,0.3480,0.3813,0.6368,0.2726,0.3753,0.6590
1.0000,0.0000,0.6465,0.8125,0.3031,0.3544,0.6670,0.2726,0.3753,0.6590
1.0000,0.0000,0.6517,0.8125,0.3255,0.3813,0.6066,0.2543,0.3276,0.6972
1.0000,0.0000,0.6362,0.8281,0.3205,0.3486,0.6590,0.2263,0.3753,0.6590
1.0000,0.0000,0.6686,0.8281,0.3651,0.3486,0.6590,0.2957,0.3486,0.6290
1.0000,0.0000,0.6406,0.8125,0.3480,0.3007,0.6972,0.2957,0.3486,0.6889
1.0000,0.0000,0.6280,0.8125,0.3480,0.3007,0.6972,0.2217,0.3164,0.6808
1.0000,0.0000,0.6768,0.8281,0.3874,0.3486,0.6889,0.2726,0.3486,0.6889
1.0000,0.0000,0.6974,0.8281,0.3874,0.3803,0.6272,0.2957,0.3486,0.6889
1.0000,0.0000,0.6775,0.8125,0.3874,0.3486,0.6290,0.2543,0.3276,0.6972
1.0000,0.0000,0.6384,0.8281,0.3874,0.3486,0.6290,0.2957,0.3486,0.6590
1.0000,0.0000,0.6192,0.8125,0.3255,0.3813,0.6368,0.2217,0.3164,0.6808
1.0000,0.0000,0.6096,0.8125,0.3480,0.3813,0.6066,0.2263,0.3753,0.6590
1.0000,0.0000,0.6509,0.8125,0.3255,0.3276,0.6670,0.2726,0.3753,0.6590
1.0000,0.0000,0.6229,0.8281,0.3651,0.3486,0.6590,0.2957,0.3220,0.6590
1.0000,0.0000,0.6118,0.8281,0.3205,0.3753,0.6889,0.2263,0.3486,0.6889
1.0000,0.0000,0.6310,0.8125,0.3255,0.3813,0.6066,0.2494,0.3486,0.6590
1.0000,0.0000,0.6627,0.8281,0.3874,0.3486,0.6290,0.2494,0.3753,0.6590
1.0000,0.0000,0.6863,0.8125,0.3255,0.3007,0.6972,0.2263,0.3753,0.6590
1.0000,0.0000,0.6362,0.8281,0.3428,0.3486,0.6590,0.2263,0.3486,0.6889
1.0000,0.0000,0.6369,0.8281,0.3874,0.3486,0.6290,0.2676,0.3958,0.6511
1.0000,0.0000,0.6849,0.8281,0.3874,0.3486,0.6290,0.2957,0.3486,0.6290
1.0000,0.0000,0.6236,0.8125,0.3255,0.3813,0.6368,0.2726,0.3753,0.6290
1.0000,0.0000,0.6723,0.8125,0.3480,0.3813,0.6368,0.2263,0.3753,0.6590
1.0000,0.0000,0.6339,0.8125,0.3255,0.3813,0.6368,0.2957,0.3486,0.6590
1.0000,0.0000,0.6325,0.8125,0.3480,0.3813,0.6066,0.2494,0.3753,0.6290
1.0000,0.0000,0.6288,0.8125,0.3255,0.3007,0.6972,0.2957,0.3753,0.6889
1.0000,0.0000,0.6775,0.8125,0.3255,0.3007,0.6972,0.2957,0.3753,0.6290
1.0000,0.0000,0.6590,0.8281,0.3205,0.3486,0.6590,0.2957,0.3220,0.6590
1.0000,0.0000,0.6435,0.8281,0.3205,0.3486,0.6590,0.2447,0.3693,0.6511
1.0000,0.0000,0.6509,0.8281,0.3428,0.3220,0.6290,0.2217,0.3164,0.6808
1.0000,0.0000,0.6849,0.8125,0.3874,0.3486,0.6889,0.2543,0.3276,0.6972
1.0000,0.0000,0.6502,0.8125,0.3255,0.3813,0.6368,0.2957,0.3220,0.6590
1.0000,0.0000,0.6273,0.8125,0.3255,0.3813,0.6368,0.2726,0.3753,0.6290
1.0000,0.0000,0.6118,0.8125,0.3031,0.3544,0.6670,0.2957,0.3486,0.6889
1.0000,0.0000,0.6878,0.8125,0.3255,0.3813,0.6368,0.2957,0.3486,0.6889
1.0000,0.0000,0.6214,0.8125,0.3031,0.3544,0.6670,0.2447,0.3693,0.6511
1.0000,0.0000,0.6081,0.8125,0.3255,0.3813,0.6368,0.2217,0.3164,0.6808
1.0000,0.0000,0.6760,0.8125,0.3480,0.3813,0.6066,0.2726,0.3486,0.6590
1.0000,0.0000,0.6059,0.8125,0.3031,0.3007,0.6972,0.2494,0.3486,0.6590
1.0000,0.0000,0.6125,0.8125,0.3480,0.3007,0.6972,0.2726,0.3486,0.6590
1.0000,0.0000,0.6472,0.8125,0.3255,0.3813,0.6368,0.2447,0.3693,0.6511
1.0000,0.0000,0.6775,0.8125,0.3255,0.3813,0.6368,0.2726,0.3486,0.6889
1.0000,0.0000,0.6502,0.8125,0.3255,0.3813,0.6066,0.2543,0.3007,0.6670
1.0000,0.0000,0.6642,0.8125,0.3480,0.3813,0.6066,0.3476,0.3813,0.6066
1.0000,0.0000,0.6804,0.8125,0.3705,0.3813,0.6066,0.3650,0.3753,0.6590
1.0000,0.0000,0.6295,0.8125,0.3031,0.3813,0.6368,0.3188,0.3220,0.6889
1.0000,0.0000,0.6590,0.8125,0.3874,0.3486,0.6889,0.3009,0.3813,0.6368
1.0000,0.0000,0.6524,0.8125,0.3255,0.3544,0.6066,0.3009,0.3813,0.6368
1.0000,0.0000,0.6369,0.8125,0.3255,0.3544,0.6066,0.3009,0.3813,0.6066
1.0000,0.0000,0.6561,0.8125,0.3480,0.3813,0.6368,0.3476,0.3813,0.6066
1.0000,0.0000,0.6494,0.8125,0.3255,0.3813,0.6066,0.3242,0.3007,0.6972
1.0000,0.0000,0.6605,0.8125,0.3480,0.3813,0.6066,0.3135,0.3429,0.6214
1.0000,0.0000,0.6952,0.8125,0.3874,0.3486,0.6889,0.3009,0.3813,0.6368
1.0000,0.0000,0.6236,0.8281,0.3874,0.3486,0.6290,0.3419,0.3486,0.6590
1.0000,0.0000,0.6148,0.8125,0.3031,0.3813,0.6368,0.3009,0.3813,0.6368
1.0000,0.0000,0.6974,0.8125,0.3255,0.3813,0.6368,0.3009,0.3813,0.6066
1.0000,0.0000,0.6059,0.8125,0.3480,0.3813,0.6368,0.3009,0.3813,0.6368
1.0000,0.0000,0.6487,0.8125,0.3031,0.3544,0.6670,0.3419,0.3486,0.6590
1.0000,0.0000,0.6849,0.8125,0.3874,0.3803,0.6272,0.3242,0.3813,0.6368
1.0000,0.0000,0.6627,0.8281,0.3597,0.3429,0.6214,0.3188,0.3220,0.6889
1.0000,0.0000,0.6207,0.8125,0.3031,0.3007,0.6972,0.3650,0.3753,0.6590
1.0000,0.0000,0.6686,0.8125,0.3255,0.3813,0.6066,0.3009,0.3544,0.6066
1.0000,0.0000,0.6804,0.8125,0.3874,0.3486,0.6889,0.3242,0.3813,0.6368
1.0000,0.0000,0.6288,0.8125,0.3428,0.3486,0.6590,0.3242,0.3813,0.6066
1.0000,0.0000,0.6768,0.8125,0.3255,0.3813,0.6066,0.3419,0.3486,0.6590
1.0000,0.0000,0.6996,0.8125,0.3255,0.3544,0.6066,0.3242,0.3813,0.6368
1.0000,0.0000,0.6915,0.8125,0.3428,0.3486,0.6590,0.3242,0.3813,0.6368
1.0000,0.0000,0.6288,0.8125,0.3255,0.3813,0.6368,0.3135,0.3429,0.6214
1.0000,0.0000,0.6694,0.8125,0.3031,0.3813,0.6368,0.3188,0.3220,0.6290
1.0000,0.0000,0.6266,0.8125,0.3255,0.3813,0.6368,0.3009,0.3276,0.6670
1.0000,0.0000,0.6731,0.8125,0.3480,0.3813,0.6368,0.3476,0.3813,0.6066
1.0000,0.0000,0.6074,0.8125,0.3255,0.3276,0.6670,0.3009,0.3544,0.6066
1.0000,0.0000,0.6723,0.8125,0.3874,0.3803,0.6272,0.3009,0.3813,0.6368
1.0000,0.0000,0.6878,0.8125,0.3874,0.3803,0.6272,0.3242,0.3813,0.6066
1.0000,0.0000,0.6605,0.8125,0.3255,0.3276,0.6670,0.3188,0.3220,0.6290
1.0000,0.0000,0.6103,0.8125,0.3255,0.3813,0.6368,0.3009,0.3007,0.6972
1.0000,0.0000,0.4524,0.8125,0.3031,0.3813,0.6368,0.2776,0.3813,0.6368
1.0000,0.0000,0.4162,0.8281,0.3874,0.3803,0.6272,0.2726,0.3753,0.6590
1.0000,0.0000,0.4177,0.8281,0.3874,0.3486,0.6290,0.2494,0.3753,0.6590
1.0000,0.0000,0.4384,0.8125,0.3255,0.3813,0.6368,0.2957,0.3753,0.6889
1.0000,0.0000,0.4184,0.8125,0.3255,0.3007,0.6972,0.2957,0.3486,0.6889
1.0000,0.0000,0.4827,0.8125,0.3255,0.3813,0.6066,0.2726,0.3753,0.6590
1.0000,0.0000,0.4790,0.8281,0.3874,0.3486,0.6889,0.2676,0.3958,0.6511
1.0000,0.0000,0.4273,0.8125,0.3255,0.3544,0.6066,0.2543,0.3276,0.6972
1.0000,0.0000,0.4413,0.8125,0.3480,0.3813,0.6066,0.2676,0.3958,0.6511
1.0000,0.0000,0.4221,0.8125,0.3255,0.3276,0.6670,0.2726,0.3220,0.6889
1.0000,0.0000,0.4701,0.8281,0.3651,0.3753,0.6889,0.2957,0.3486,0.6590
1.0000,0.0000,0.4384,0.8125,0.3255,0.3813,0.6368,0.2957,0.3753,0.6889
1.0000,0.0000,0.4273,0.8125,0.3255,0.3276,0.6670,0.2726,0.3753,0.6590
1.0000,0.0000,0.4015,0.8125,0.3480,0.3007,0.6972,0.2726,0.3486,0.6590
1.0000,0.0000,0.4768,0.8281,0.3651,0.3753,0.6889,0.2957,0.3486,0.6889
1.0000,0.0000,0.4649,0.8125,0.3255,0.3544,0.6066,0.2263,0.3753,0.6590
1.0000,0.0000,0.4627,0.8125,0.3255,0.3813,0.6368,0.2726,0.3486,0.6590
1.0000,0.0000,0.4007,0.8125,0.3255,0.3813,0.6368,0.2957,0.3753,0.6290
1.0000,0.0000,0.4701,0.8125,0.3874,0.3753,0.6590,0.2543,0.3007,0.6670
1.0000,0.0000,0.4509,0.8281,0.3205,0.3486,0.6590,0.2957,0.3486,0.6590
1.0000,0.0000,0.4000,0.8125,0.3705,0.3813,0.6066,0.2494,0.3486,0.6590
1.0000,0.0000,0.4273,0.8125,0.3255,0.3544,0.6066,0.2957,0.3220,0.6590
1.0000,0.0000,0.4834,0.8125,0.3428,0.3486,0.6590,0.2776,0.3813,0.6368
1.0000,0.0000,0.4096,0.8125,0.3255,0.3813,0.6368,0.2726,0.3486,0.6889
1.0000,0.0000,0.6554,0.7969,0.3307,0.3332,0.6448,0.2263,0.3753,0.6590
1.0000,0.0000,0.6716,0.7969,0.3874,0.3486,0.6889,0.2828,0.3875,0.6448
1.0000,0.0000,0.6015,0.7969,0.3255,0.3813,0.6368,0.2828,0.3875,0.6448
1.0000,0.0000,0.6421,0.7500,0.3467,0.3787,0.6069,0.2494,0.3753,0.6290
1.0000,0.0000,0.6738,0.7969,0.3205,0.3220,0.6590,0.2357,0.3332,0.6752
1.0000,0.0000,0.6804,0.7344,0.3522,0.3851,0.6148,0.2726,0.3486,0.6889
1.0000,0.0000,0.6834,0.7969,0.3307,0.3332,0.6752,0.2494,0.3753,0.6290
1.0000,0.0000,0.6421,0.7969,0.3761,0.3061,0.6143,0.2494,0.3753,0.6590
1.0000,0.0000,0.6185,0.7969,0.3761,0.3061,0.6143,0.2494,0.3753,0.6290
1.0000,0.0000,0.6037,0.7969,0.3307,0.3061,0.6752,0.2543,0.3276,0.6972
1.0000,0.0000,0.6731,0.7969,0.3761,0.3061,0.6143,0.2263,0.3753,0.6590
1.0000,0.0000,0.6280,0.7969,0.3307,0.3332,0.6448,0.2494,0.3220,0.6590
1.0000,0.0000,0.6871,0.7969,0.3205,0.3486,0.6290,0.2828,0.3875,0.6448
1.0000,0.0000,0.6849,0.7969,0.3480,0.3813,0.6368,0.2357,0.3332,0.6752
1.0000,0.0000,0.6509,0.7344,0.3522,0.3851,0.6148,0.2957,0.3753,0.6290
1.0000,0.0000,0.6923,0.7656,0.3643,0.3449,0.6611,0.2263,0.3486,0.6889
1.0000,0.0000,0.6812,0.7969,0.3255,0.3813,0.6368,0.2592,0.3604,0.6752
1.0000,0.0000,0.6214,0.7969,0.3761,0.3061,0.6143,0.2494,0.3486,0.6889
1.0000,0.0000,0.6708,0.7969,0.3534,0.3604,0.6752,0.2543,0.3007,0.6670
1.0000,0.0000,0.6804,0.7969,0.3031,0.3544,0.6670,0.2828,0.3604,0.6448
1.0000,0.0000,0.6435,0.7969,0.3761,0.3061,0.6143,0.2263,0.3220,0.6590
1.0000,0.0000,0.6937,0.7969,0.3534,0.3875,0.6143,0.2494,0.3486,0.6590
1.0000,0.0000,0.6487,0.7969,0.3080,0.3604,0.6448,0.2592,0.3604,0.6752
1.0000,0.0000,0.6428,0.8125,0.4320,0.3220,0.5392,0.2543,0.3276,0.6972
1.0000,0.0000,0.6893,0.8281,0.4320,0.3220,0.5392,0.2957,0.3486,0.6889
1.0000,0.0000,0.6841,0.8281,0.4040,0.3693,0.5917,0.2957,0.3753,0.6290
1.0000,0.0000,0.6531,0.8281,0.4040,0.3693,0.5917,0.2494,0.3753,0.6590
1.0000,0.0000,0.6635,0.8281,0.4097,0.3753,0.5991,0.2494,0.3486,0.6889
1.0000,0.0000,0.6775,0.8281,0.4261,0.3693,0.5619,0.2263,0.3753,0.6590
1.0000,0.0000,0.6443,0.8125,0.4040,0.3693,0.5619,0.2776,0.3813,0.6368
1.0000,0.0000,0.6221,0.8281,0.4040,0.3693,0.5619,0.2957,0.3220,0.6590
1.0000,0.0000,0.6295,0.8125,0.4040,0.3693,0.5917,0.2543,0.3007,0.6670
1.0000,0.0000,0.6635,0.8281,0.4482,0.3958,0.5619,0.2957,0.3220,0.6590
1.0000,0.0000,0.6723,0.8125,0.4040,0.3693,0.5917,0.2543,0.3007,0.6670
