0.0000,0.5097,0.1815,0.8365,0.0629
0.0000,0.5098,0.1852,0.8138,0.0616
0.0000,0.5096,0.1564,0.8800,0.0595
0.0000,0.5096,0.1581,0.8853,0.0611
0.0000,0.5096,0.1664,0.8745,0.0626
0.0000,0.5100,0.1302,0.8392,0.0450
0.0000,0.5092,0.1807,0.8946,0.0722
0.0000,0.5097,0.1659,0.8527,0.0593
0.0000,0.5097,0.1583,0.8690,0.0586
0.0000,0.5093,0.1948,0.8634,0.0719
0.0000,0.5092,0.1785,0.8943,0.0712
0.0000,0.5099,0.1615,0.8108,0.0533
0.0000,0.5099,0.1536,0.8314,0.0525
0.0000,0.5099,0.1376,0.8432,0.0479
0.0000,0.5099,0.1282,0.8625,0.0465
0.0000,0.5098,0.1857,0.8142,0.0618
0.0000,0.5097,0.1500,0.8899,0.0585
0.0000,0.5093,0.1905,0.8714,0.0716
0.0000,0.5098,0.1318,0.8940,0.0517
0.0000,0.5100,0.1408,0.8044,0.0459
0.0000,0.5094,0.1790,0.8776,0.0682
0.0000,0.5100,0.1317,0.8444,0.0460
0.0000,0.5099,0.1283,0.8647,0.0468
0.0000,0.5097,0.1840,0.8359,0.0637
0.0000,0.5100,0.1316,0.8003,0.0426
0.0000,0.5092,0.1827,0.8879,0.0717
0.0000,0.5096,0.1903,0.8300,0.0652
0.0000,0.5091,0.1930,0.8862,0.0756
0.0000,0.5100,0.1228,0.8281,0.0415
0.0000,0.5100,0.1274,0.8218,0.0426
0.0000,0.5100,0.1416,0.8211,0.0474
0.0000,0.5099,0.1565,0.8380,0.0541
0.0000,0.5098,0.1721,0.8294,0.0587
0.0000,0.5100,0.1056,0.8588,0.0379
0.0000,0.5096,0.1899,0.8354,0.0658
0.0000,0.5096,0.1531,0.8953,0.0607
0.0000,0.5093,0.1813,0.8809,0.0697
0.0000,0.5097,0.1365,0.8967,0.0541
0.0000,0.5101,0.1011,0.8364,0.0346
0.0000,0.5099,0.1639,0.8169,0.0546
0.0000,0.5096,0.1540,0.8878,0.0598
0.0000,0.5100,0.1437,0.8247,0.0484
0.0000,0.5100,0.1215,0.8215,0.0406
0.0000,0.5092,0.1918,0.8761,0.0731
0.0000,0.5099,0.1683,0.8110,0.0556
