0.0000,0.5054,0.2593,0.9171,0.1186
0.0000,0.4877,0.3370,0.9151,0.1931
0.0000,0.5071,0.2931,0.8570,0.1107
0.0000,0.4944,0.3244,0.9176,0.1728
0.0000,0.4961,0.2843,0.9415,0.1638
0.0000,0.4973,0.2798,0.9424,0.1589
0.0000,0.4954,0.2347,0.9761,0.1630
0.0000,0.4853,0.3212,0.9241,0.1981
0.0000,0.4925,0.2945,0.9385,0.1763
0.0000,0.5080,0.2764,0.8479,0.1011
0.0000,0.5001,0.2603,0.9499,0.1465
0.0000,0.4949,0.2649,0.9560,0.1666
0.0000,0.5082,0.2293,0.8890,0.0921
0.0000,0.4989,0.2495,0.9610,0.1506
0.0000,0.5042,0.2776,0.9130,0.1275
0.0000,0.5004,0.2509,0.9561,0.1445
0.0000,0.5041,0.2454,0.9417,0.1251
0.0000,0.5006,0.3063,0.9136,0.1483
0.0000,0.5087,0.2795,0.8147,0.0950
0.0000,0.5011,0.2490,0.9552,0.1412
0.0000,0.5016,0.2733,0.9341,0.1407
0.0000,0.5092,0.2662,0.8003,0.0880
0.0000,0.5052,0.2882,0.8934,0.1228
0.0000,0.5058,0.2902,0.8832,0.1191
0.0000,0.5036,0.2668,0.9269,0.1296
0.0000,0.5095,0.2116,0.8241,0.0720
0.0000,0.5046,0.2082,0.9715,0.1191
0.0000,0.5077,0.2252,0.9071,0.0960
0.0000,0.5083,0.2049,0.9119,0.0876
0.0000,0.5071,0.2623,0.8862,0.1065
0.0000,0.5012,0.2928,0.9206,0.1440
0.0000,0.4967,0.2841,0.9406,0.1616
0.0000,0.5047,0.2292,0.9511,0.1199
0.0000,0.5007,0.2222,0.9777,0.1411
0.0000,0.4908,0.3005,0.9357,0.1818
0.0000,0.5059,0.2145,0.9532,0.1108
0.0000,0.5094,0.2060,0.8433,0.0728
0.0000,0.5095,0.2069,0.8314,0.0714
0.0000,0.5092,0.2349,0.8252,0.0805
0.0000,0.5067,0.2404,0.9157,0.1072
0.0000,0.5063,0.2762,0.8879,0.1140
0.0000,0.5072,0.2383,0.9061,0.1021
0.0000,0.5083,0.2405,0.8731,0.0926
0.0000,0.5086,0.2085,0.8925,0.0838
0.0000,0.5080,0.2425,0.8800,0.0954
0.0000,0.5069,0.2186,0.9339,0.1031
0.0000,0.4999,0.2640,0.9477,0.1476
0.0000,0.4994,0.2805,0.9368,0.1507
0.0000,0.4895,0.2403,0.9727,0.1817
0.0000,0.4916,0.3621,0.8979,0.1848
0.0000,0.5050,0.2381,0.9401,0.1188
0.0000,0.5075,0.2066,0.9350,0.0968
0.0000,0.5091,0.2729,0.8008,0.0904
0.0000,0.5087,0.2100,0.8897,0.0837
0.0000,0.4861,0.2915,0.9411,0.1939
0.0000,0.5059,0.2323,0.9358,0.1124
0.0000,0.5074,0.2704,0.8715,0.1053
0.0000,0.5084,0.2213,0.8878,0.0882
0.0000,0.4991,0.2974,0.9257,0.1537
0.0000,0.5039,0.2981,0.8991,0.1316
0.0000,0.5020,0.2228,0.9728,0.1348
0.0000,0.5086,0.2179,0.8846,0.0859
0.0000,0.5052,0.2485,0.9286,0.1185
0.0000,0.5090,0.2505,0.8238,0.0860
0.0000,0.5072,0.2372,0.9071,0.1019
0.0000,0.5083,0.2543,0.8584,0.0946
0.0000,0.5089,0.2188,0.8642,0.0815
0.0000,0.5050,0.2298,0.9483,0.1184
0.0000,0.4966,0.2952,0.9332,0.1628
0.0000,0.5093,0.2503,0.8062,0.0832
0.0000,0.5071,0.3199,0.8350,0.1154
0.0000,0.4952,0.2909,0.9383,0.1674
0.0000,0.5001,0.3170,0.9081,0.1515
0.0000,0.5000,0.2742,0.9397,0.1479
0.0000,0.5096,0.2226,0.8051,0.0735
0.0000,0.5089,0.2686,0.8146,0.0910
0.0000,0.5092,0.2208,0.8433,0.0784
0.0000,0.5051,0.2662,0.9142,0.1212
0.0000,0.5083,0.2006,0.9175,0.0873
0.0000,0.5084,0.2641,0.8444,0.0953
0.0000,0.4936,0.3176,0.9229,0.1747
0.0000,0.5093,0.2232,0.8304,0.0771
0.0000,0.4927,0.3247,0.9195,0.1781
0.0000,0.4961,0.3123,0.9227,0.1660
0.0000,0.5077,0.2354,0.8982,0.0978
0.0000,0.4891,0.3160,0.9269,0.1877
0.0000,0.4977,0.2613,0.9549,0.1563
0.0000,0.5045,0.2857,0.9039,0.1270
0.0000,0.4877,0.2774,0.9497,0.1890
0.0000,0.5075,0.2592,0.8779,0.1023
0.0000,0.5090,0.2232,0.8566,0.0817
0.0000,0.5003,0.2647,0.9456,0.1457
0.0000,0.4980,0.2718,0.9467,0.1558
0.0000,0.5054,0.2476,0.9271,0.1171
0.0000,0.5081,0.2209,0.8994,0.0913
0.0000,0.4950,0.2650,0.9558,0.1663
0.0000,0.4884,0.2945,0.9397,0.1882
0.0000,0.5085,0.2134,0.8930,0.0861
0.0000,0.4890,0.2326,0.9772,0.1828
0.0000,0.4946,0.3079,0.9279,0.1707
0.0000,0.5037,0.2693,0.9246,0.1298
0.0000,0.5020,0.2635,0.9396,0.1378
0.0000,0.5097,0.2001,0.8137,0.0667
0.0000,0.4864,0.3144,0.9281,0.1948
0.0000,0.4885,0.3164,0.9268,0.1895
0.0000,0.4983,0.2684,0.9486,0.1545
0.0000,0.5039,0.2310,0.9562,0.1253
0.0000,0.4854,0.2877,0.9430,0.1955
0.0000,0.5082,0.2268,0.8893,0.0911
0.0000,0.5077,0.2391,0.8936,0.0981
0.0000,0.5001,0.2586,0.9509,0.1460
0.0000,0.4917,0.2590,0.9613,0.1764
0.0000,0.5086,0.2492,0.8501,0.0906
0.0000,0.5082,0.2550,0.8618,0.0958
0.0000,0.5095,0.2272,0.8073,0.0753
0.0000,0.4883,0.3856,0.8872,0.1959
0.0000,0.5095,0.2251,0.8097,0.0749
0.0000,0.5076,0.2025,0.9361,0.0949
0.0000,0.4865,0.3002,0.9362,0.1937
0.0000,0.5079,0.2840,0.8441,0.1031
0.0000,0.5061,0.2261,0.9383,0.1098
0.0000,0.4865,0.3124,0.9292,0.1944
0.0000,0.5036,0.2143,0.9723,0.1253
0.0000,0.5058,0.2643,0.9073,0.1165
0.0000,0.4860,0.2692,0.9539,0.1930
0.0000,0.5091,0.2590,0.8090,0.0867
