0.0000,0.9279,0.2800
0.0000,0.8934,0.3467
0.0000,0.8866,0.2244
0.0000,0.9126,0.3314
0.0000,0.9289,0.2909
0.0000,0.9141,0.3041
0.0000,0.8877,0.3754
0.0000,0.9459,0.3119
0.0000,0.9180,0.2661
0.0000,0.9285,0.3257
0.0000,0.8755,0.2662
0.0000,0.8756,0.2803
0.0000,0.9234,0.2758
0.0000,0.9158,0.3832
0.0000,0.8467,0.2126
0.0000,0.9530,0.3528
0.0000,0.9179,0.3982
0.0000,0.9418,0.3803
0.0000,0.8705,0.2245
0.0000,0.8599,0.2726
0.0000,0.8459,0.2103
0.0000,0.8467,0.2550
0.0000,0.9134,0.2531
0.0000,0.8422,0.2109
0.0000,0.8805,0.4000
0.0000,0.8895,0.2536
0.0000,0.9417,0.3765
0.0000,0.8173,0.2175
0.0000,0.8965,0.3685
0.0000,0.9019,0.3763
0.0000,0.9292,0.3899
0.0000,0.8659,0.2215
0.0000,0.8552,0.2460
0.0000,0.9244,0.2269
0.0000,0.9060,0.2335
0.0000,0.8494,0.2117
0.0000,0.8398,0.2519
0.0000,0.9786,0.2884
0.0000,0.8975,0.2232
0.0000,0.9125,0.2964
0.0000,0.8988,0.3479
0.0000,0.8927,0.2867
0.0000,0.9183,0.3081
0.0000,0.8712,0.2184
0.0000,0.8451,0.2000
0.0000,0.8726,0.2035
0.0000,0.9558,0.3281
0.0000,0.9115,0.2724
0.0000,0.8553,0.2158
0.0000,0.9453,0.3519
0.0000,0.9509,0.3076
0.0000,0.9059,0.3312
0.0000,0.9194,0.3875
0.0000,0.8542,0.2121
0.0000,0.9439,0.3696
0.0000,0.8583,0.2451
0.0000,0.9801,0.3502
0.0000,0.8516,0.2604
0.0000,0.8782,0.2473
0.0000,0.8752,0.2112
0.0000,0.9442,0.3001
0.0000,0.8514,0.2427
0.0000,0.9443,0.2883
0.0000,0.9144,0.2595
0.0000,0.8916,0.3073
0.0000,0.9328,0.3745
0.0000,0.9113,0.3919
0.0000,0.8127,0.2132
0.0000,0.8744,0.2338
0.0000,0.9363,0.3607
0.0000,0.9062,0.2475
0.0000,0.8617,0.2179
0.0000,0.9079,0.3021
0.0000,0.9304,0.2869
0.0000,0.9125,0.3626
0.0000,0.9119,0.3248
0.0000,0.9174,0.2652
0.0000,0.9052,0.3240
0.0000,0.9289,0.3511
0.0000,0.9340,0.3538
0.0000,0.8575,0.2613
0.0000,0.9219,0.3873
0.0000,0.8772,0.2299
0.0000,0.9373,0.3373
0.0000,0.8951,0.2307
0.0000,0.9529,0.3396
0.0000,0.9436,0.3363
0.0000,0.9145,0.3432
0.0000,0.8836,0.2506
0.0000,0.9039,0.2841
0.0000,0.8737,0.2519
0.0000,0.9412,0.3364
0.0000,0.9073,0.2820
0.0000,0.9195,0.3651
0.0000,0.8893,0.2634
0.0000,0.9166,0.2935
0.0000,0.9228,0.2488
0.0000,0.9020,0.3083
0.0000,0.9257,0.2922
0.0000,0.8436,0.2171
0.0000,0.9171,0.2807
0.0000,0.9193,0.2955
0.0000,0.8026,0.3563
0.0000,0.9287,0.3808
0.0000,0.9428,0.3251
0.0000,0.8125,0.2113
0.0000,0.9676,0.3560
0.0000,0.9092,0.3129
0.0000,0.9048,0.2722
0.0000,0.8268,0.2241
0.0000,0.9123,0.3234
0.0000,0.9067,0.3217
0.0000,0.9312,0.3423
0.0000,0.8924,0.3056
0.0000,0.8564,0.2203
0.0000,0.8568,0.2858
0.0000,0.8943,0.3647
0.0000,0.8953,0.3018
0.0000,0.8586,0.2364
0.0000,0.9574,0.2814
0.0000,0.8980,0.2576
0.0000,0.9085,0.3994
0.0000,0.9238,0.2502
0.0000,0.8282,0.2015
0.0000,0.8448,0.2083
0.0000,0.8926,0.2808
0.0000,0.8473,0.2072
0.0000,0.9609,0.3686
0.0000,0.9173,0.3964
0.0000,0.9097,0.3738
0.0000,0.9304,0.3950
0.0000,0.8822,0.2127
0.0000,0.8375,0.2433
0.0000,0.9108,0.3748
0.0000,0.9488,0.2495
0.0000,0.9099,0.2729
0.0000,0.8953,0.3683
0.0000,0.9040,0.2773
0.0000,0.9041,0.2613
0.0000,0.9147,0.3192
0.0000,0.8903,0.2511
0.0000,0.8678,0.2191
0.0000,0.8619,0.2268
0.0000,0.8534,0.2056
0.0000,0.9032,0.3637
0.0000,0.8597,0.2082
0.0000,0.9036,0.2529
0.0000,0.9192,0.3067
0.0000,0.8885,0.2273
0.0000,0.9540,0.2813
0.0000,0.9416,0.3302
0.0000,0.9331,0.3102
0.0000,0.8791,0.2403
0.0000,0.8618,0.2178
0.0000,0.8992,0.2476
0.0000,0.9481,0.2649
0.0000,0.8697,0.2775
0.0000,0.9516,0.2918
0.0000,0.9107,0.3744
0.0000,0.8495,0.2679
0.0000,0.8941,0.2598
0.0000,0.8899,0.2309
0.0000,0.8932,0.2360
0.0000,0.8791,0.3749
0.0000,0.9204,0.2669
0.0000,0.9144,0.2985
0.0000,0.8968,0.3067
0.0000,0.8789,0.3001
0.0000,0.9400,0.3735
0.0000,0.9449,0.2775
0.0000,0.9335,0.3957
0.0000,0.8988,0.3056
0.0000,0.9060,0.2507
0.0000,0.8217,0.2041
0.0000,0.8886,0.2906
0.0000,0.9100,0.3049
0.0000,0.8664,0.2406
0.0000,0.8094,0.3559
0.0000,0.9313,0.3574
0.0000,0.9484,0.3676
0.0000,0.9164,0.2965
0.0000,0.8878,0.2940
0.0000,0.9283,0.3491
0.0000,0.8316,0.2050
0.0000,0.8752,0.2470
0.0000,0.9072,0.2325
0.0000,0.9821,0.3554
0.0000,0.8222,0.2096
0.0000,0.8908,0.3396
0.0000,0.9031,0.3572
0.0000,0.9166,0.2808
0.0000,0.8777,0.2572
0.0000,0.9217,0.3695
0.0000,0.9172,0.3720
0.0000,0.9125,0.3706
0.0000,0.8400,0.2396
0.0000,0.8979,0.2468
0.0000,0.8940,0.2418
0.0000,0.9611,0.2723
0.0000,0.8802,0.2540
0.0000,0.8599,0.2032
0.0000,0.9080,0.3849
0.0000,0.9517,0.3598
0.0000,0.8133,0.2017
0.0000,0.9542,0.3372
0.0000,0.9331,0.3387
0.0000,0.9015,0.2919
0.0000,0.9324,0.3761
0.0000,0.9293,0.2921
0.0000,0.9273,0.2421
0.0000,0.9254,0.3478
0.0000,0.8801,0.2587
0.0000,0.9140,0.2380
0.0000,0.8720,0.2527
0.0000,0.9065,0.3194
0.0000,0.9235,0.3133
0.0000,0.8274,0.2012
0.0000,0.8940,0.2355
0.0000,0.8955,0.3866
0.0000,0.8892,0.2653
0.0000,0.9368,0.3313
0.0000,0.9176,0.2633
0.0000,0.8988,0.3229
0.0000,0.9274,0.3774
0.0000,0.9111,0.2788
0.0000,0.9235,0.3593
0.0000,0.8803,0.2581
0.0000,0.9547,0.3972
0.0000,0.9430,0.3451
0.0000,0.9486,0.3445
0.0000,0.9371,0.3777
0.0000,0.8468,0.2179
0.0000,0.8847,0.2401
0.0000,0.8531,0.2477
0.0000,0.9404,0.3884
0.0000,0.9182,0.3308
0.0000,0.8783,0.2354
0.0000,0.9134,0.3765
0.0000,0.9771,0.3245
0.0000,0.8777,0.2654
0.0000,0.8813,0.2715
0.0000,0.9317,0.3144
0.0000,0.9329,0.3894
0.0000,0.9187,0.3106
0.0000,0.9423,0.3497
0.0000,0.8780,0.2812
0.0000,0.9629,0.3551
0.0000,0.8765,0.3317
0.0000,0.9228,0.3685
0.0000,0.9638,0.3521
0.0000,0.8560,0.2242
0.0000,0.9340,0.3420
0.0000,0.8644,0.2363
0.0000,0.8780,0.2214
0.0000,0.8944,0.2612
0.0000,0.8514,0.2070
0.0000,0.9101,0.3289
0.0000,0.9098,0.3121
0.0000,0.9423,0.3760
0.0000,0.8623,0.2360
0.0000,0.8670,0.2380
0.0000,0.9086,0.3567
0.0000,0.8848,0.2288
0.0000,0.9107,0.3716
0.0000,0.9284,0.3786
0.0000,0.8308,0.2006
0.0000,0.9004,0.3602
0.0000,0.9051,0.2321
0.0000,0.8461,0.2139
0.0000,0.8510,0.2553
0.0000,0.9053,0.2957
0.0000,0.9142,0.3897
0.0000,0.8747,0.2278
0.0000,0.8886,0.2415
0.0000,0.9209,0.2746
0.0000,0.9491,0.3579
0.0000,0.8653,0.3739
0.0000,0.9066,0.3462
0.0000,0.9276,0.2796
0.0000,0.9187,0.2842
0.0000,0.9052,0.2951
0.0000,0.8667,0.2486
0.0000,0.8922,0.2809
0.0000,0.9520,0.3119
0.0000,0.9255,0.2670
0.0000,0.9085,0.2663
0.0000,0.9528,0.3847
0.0000,0.8942,0.2411
0.0000,0.8975,0.3423
0.0000,0.9132,0.3240
0.0000,0.8156,0.2109
0.0000,0.8371,0.2181
0.0000,0.9414,0.3629
0.0000,0.8593,0.2308
0.0000,0.9036,0.2127
0.0000,0.8697,0.2097
0.0000,0.9479,0.3119
0.0000,0.8866,0.2105
0.0000,0.9392,0.3074
0.0000,0.8878,0.2611
0.0000,0.9195,0.3623
0.0000,0.9284,0.2938
0.0000,0.9037,0.3247
0.0000,0.9325,0.3550
0.0000,0.9534,0.3316
0.0000,0.9319,0.3215
0.0000,0.9038,0.3094
0.0000,0.9075,0.3544
0.0000,0.9112,0.3814
0.0000,0.8998,0.3071
0.0000,0.8162,0.2012
0.0000,0.8616,0.2342
0.0000,0.9559,0.3831
0.0000,0.8359,0.2394
0.0000,0.8672,0.2282
0.0000,0.9271,0.3904
0.0000,0.9030,0.2898
0.0000,0.8709,0.2475
0.0000,0.8963,0.3163
0.0000,0.9159,0.2625
0.0000,0.8996,0.3294
0.0000,0.8918,0.2549
0.0000,0.9265,0.3592
0.0000,0.9235,0.3350
0.0000,0.9145,0.3159
0.0000,0.9300,0.3922
0.0000,0.8296,0.2098
0.0000,0.9346,0.3511
0.0000,0.9489,0.3237
0.0000,0.9093,0.2405
0.0000,0.9283,0.2169
0.0000,0.9136,0.3273
0.0000,0.9284,0.3371
0.0000,0.8680,0.2056
0.0000,0.9529,0.3001
0.0000,0.8814,0.3697
0.0000,0.9070,0.3021
0.0000,0.9230,0.2936
0.0000,0.9050,0.3382
0.0000,0.9205,0.3013
0.0000,0.8887,0.2032
0.0000,0.9391,0.3654
0.0000,0.9244,0.3139
0.0000,0.9252,0.2718
0.0000,0.8886,0.2539
0.0000,0.9226,0.3239
0.0000,0.8992,0.2414
0.0000,0.9197,0.2990
0.0000,0.8475,0.2408
0.0000,0.9545,0.2694
0.0000,0.9426,0.3389
0.0000,0.9237,0.3583
0.0000,0.8995,0.2492
0.0000,0.9535,0.3847
0.0000,0.9034,0.2553
0.0000,0.9333,0.3049
0.0000,0.9407,0.3571
0.0000,0.9395,0.2912
0.0000,0.8126,0.3500
0.0000,0.8608,0.2226
0.0000,0.8649,0.2261
0.0000,0.8717,0.3022
0.0000,0.9348,0.3368
0.0000,0.9097,0.3972
0.0000,0.9045,0.3199
0.0000,0.9134,0.3736
0.0000,0.8791,0.2468
0.0000,0.8987,0.2680
0.0000,0.9422,0.2840
0.0000,0.8867,0.2259
0.0000,0.9455,0.2678
0.0000,0.9213,0.2706
0.0000,0.8707,0.2520
0.0000,0.9165,0.2569
0.0000,0.8904,0.3654
0.0000,0.8444,0.2050
0.0000,0.9108,0.2666
0.0000,0.8935,0.3920
