1.0000,0.2000,2.0000,0.1472
1.0000,0.2000,4.0000,0.2004
1.0000,0.1000,2.0000,0.9721
1.0000,0.1000,4.0000,0.7393
1.0000,0.0600,2.0000,7.5745
1.0000,0.0600,4.0000,4.9194
1.0000,0.0500,2.0000,14.5130
1.0000,0.0500,4.0000,8.6838
1.0000,0.0400,2.0000,34.4766
1.0000,0.0400,4.0000,15.7897
1.5000,0.2000,2.0000,0.1724
1.5000,0.2000,4.0000,0.1693
1.5000,0.1000,2.0000,1.2131
1.5000,0.1000,4.0000,0.8979
1.5000,0.0600,2.0000,7.8137
1.5000,0.0600,4.0000,5.1606
1.5000,0.0500,2.0000,15.1510
1.5000,0.0500,4.0000,9.0520
1.5000,0.0400,2.0000,35.7701
1.5000,0.0400,4.0000,15.8701
2.0000,0.2000,2.0000,0.2032
2.0000,0.2000,4.0000,0.2348
2.0000,0.1000,2.0000,1.0785
2.0000,0.1000,4.0000,0.9510
2.0000,0.0600,2.0000,8.0571
2.0000,0.0600,4.0000,5.1266
2.0000,0.0500,2.0000,15.1940
2.0000,0.0500,4.0000,9.4841
2.0000,0.0400,2.0000,38.7678
2.0000,0.0400,4.0000,18.2387
